GD1,SL1,SL2,GJ1,Poisson's Ratio,Initial Inner Friction Angle (degree) ,Initial Cohesion (MPa) ,Dilatancy Angle (degree) ,Young's Modulus (GPa) 
-0.584110055,-0.164681913,-0.270760643,-0.467864857,0.357428571,39.97142857,0.206428571,2.614285714,13.11928571
-0.443910598,0.205691068,0.468560516,-0.557503702,0.499142857,23.22857143,0.110714286,1.985714286,16.51785714
-0.451027956,-0.063263854,-0.079903554,-0.396535291,0.397428571,35.85714286,0.197857143,6.185714286,16.85214286
-1.55977997,-0.263189566,-0.471193784,-1.370478402,0.383142857,21.34285714,0.292142857,8.814285714,3.759285714
-0.472482454,0.060029645,0.161353713,-0.493211644,0.45,20.02857143,0.330714286,4.442857143,15.23642857
-0.378122519,0.1385506,0.321719322,-0.447037156,0.482571429,35.4,0.379285714,6.442857143,19.24785714
-2.36851221,-0.515086689,-0.975150093,-2.007950839,0.356285714,39.0,0.082142857,1.842857143,1.976428571
-0.414650731,0.139695907,0.324586147,-0.484917149,0.480285714,31.28571429,0.102142857,7.928571429,17.465
-0.643126783,-0.258317444,-0.445499025,-0.470253602,0.312285714,34.54285714,0.067857143,1.185714286,12.395
-1.094413428,-0.198766182,-0.338747088,-0.951706828,0.380857143,37.45714286,0.373571429,9.7,5.932142857
-1.158294376,-0.390195281,-0.692536599,-0.89982782,0.315142857,23.11428571,0.480714286,5.1,5.597857143
-1.119271711,0.219372063,0.494023927,-1.243787037,0.483714286,35.34285714,0.396428571,2.842857143,6.266428571
-0.678886354,-0.072074538,-0.095357994,-0.617810197,0.404857143,31.97142857,0.092142857,8.985714286,10.445
-0.977728735,-0.233233743,-0.400867049,-0.815825484,0.362,21.74285714,0.327857143,1.014285714,6.879285714
-0.481963406,0.13711574,0.319763208,-0.551389893,0.475714286,28.42857143,0.355,6.671428571,14.90214286
-0.550372426,0.160094348,0.368773718,-0.635207283,0.479714286,27.57142857,0.223571429,5.557142857,13.00785714
-0.541275398,0.049235666,0.140547399,-0.555463333,0.445428571,33.05714286,0.013571429,0.785714286,13.175
-0.399414229,-0.076130802,-0.105186882,-0.337408437,0.386571429,24.42857143,0.166428571,9.442857143,19.69357143
-3.660815853,-0.901538102,-1.818090781,-3.011952106,0.351714286,39.85714286,0.105,2.357142857,0.806428571
-0.593492048,-0.042557133,-0.038892188,-0.550959222,0.412857143,34.88571429,0.369285714,7.871428571,12.11642857
-2.896310565,-0.561802855,-1.095002088,-2.492930787,0.369428571,37.62857143,0.042142857,9.357142857,1.475
-1.028447514,0.014635891,0.071125846,-1.01854906,0.439142857,21.22857143,0.332142857,2.1,6.489285714
-4.022388497,0.158884954,0.342028727,-4.087041543,0.49,25.85714286,0.482142857,4.9,1.586428571
-0.626844077,-0.064978415,-0.081842163,-0.570447362,0.405428571,31.85714286,0.372142857,4.785714286,11.44785714
-0.393396257,0.180624331,0.413019876,-0.489549005,0.495714286,21.62857143,0.359285714,2.071428571,18.635
-0.998676996,-0.291504978,-0.50885163,-0.801533139,0.340857143,37.8,0.083571429,1.5,6.767857143
-0.392986702,-0.017585823,0.007021917,-0.366026651,0.417428571,33.68571429,0.423571429,0.871428571,19.19214286
-0.762272312,-0.237035463,-0.405839599,-0.600804829,0.341428571,29.45714286,0.466428571,4.728571429,9.609285714
-0.509611565,-0.223695548,-0.381882228,-0.358835314,0.306571429,36.31428571,0.302142857,5.128571429,16.79642857
-0.683735637,-0.118380243,-0.183418294,-0.594481419,0.387142857,23.34285714,0.156428571,1.871428571,10.50071429
-0.606456864,-0.213226104,-0.361544847,-0.460937789,0.333428571,39.11428571,0.240714286,2.728571429,12.95214286
-0.560869653,0.018003669,0.078809827,-0.555657167,0.434571429,34.31428571,0.340714286,2.5,12.72928571
-0.969916734,0.16415896,0.376558186,-1.057551764,0.473428571,30.6,0.342142857,1.128571429,7.157857143
-0.495024637,0.049823221,0.141216544,-0.509493555,0.446,26.08571429,0.145,4.585714286,14.51214286
-0.552512676,-0.200368292,-0.337808745,-0.415223188,0.332285714,38.94285714,0.462142857,9.014285714,14.56785714
-0.666657248,-0.132177713,-0.209466795,-0.569214046,0.380285714,28.54285714,0.316428571,0.957142857,10.89071429
-1.716060388,0.002321975,0.036226273,-1.6912652,0.446571429,25.91428571,0.310714286,5.014285714,3.647857143
-0.442896833,-0.146271323,-0.237242828,-0.338877366,0.348285714,32.6,0.035,4.042857143,18.57928571
-1.148577794,0.075414209,0.191699062,-1.176761643,0.454571429,37.05714286,0.360714286,6.642857143,5.820714286
-0.534753038,0.054121032,0.150248671,-0.551980662,0.447142857,32.71428571,0.000714286,8.128571429,13.34214286
-0.447175466,-0.016890176,0.009311857,-0.420669312,0.419142857,38.2,0.045,4.928571429,16.57357143
-0.663276339,-0.262513795,-0.453219021,-0.487675078,0.313428571,38.77142857,0.246428571,5.871428571,11.89357143
-0.876797726,-0.270946351,-0.469421406,-0.693619764,0.338,31.91428571,0.309285714,9.814285714,8.049285714
-0.44957382,-0.007898481,0.026820882,-0.428525186,0.423142857,30.71428571,0.307857143,0.214285714,16.40642857
-0.578141757,0.193258056,0.440226553,-0.685002981,0.487714286,21.0,0.430714286,6.957142857,12.45071429
-0.489517127,-0.196046611,-0.330249331,-0.355433843,0.322571429,33.17142857,0.236428571,8.785714286,17.18642857
-0.755070604,-0.254873963,-0.438941164,-0.58300637,0.331714286,26.48571429,0.382142857,4.842857143,9.832142857
-1.784839991,-0.345591438,-0.632454171,-1.541114532,0.371142857,22.2,0.392142857,9.385714286,3.090714286
-0.492045446,-0.053555581,-0.060826093,-0.443257626,0.404285714,25.8,0.063571429,8.5,15.125
-0.663873148,-0.27452092,-0.475575778,-0.481082241,0.306,30.31428571,0.006428571,4.871428571,12.005
-0.983613437,-0.351646043,-0.619112728,-0.750787124,0.312857143,38.14285714,0.255,3.557142857,7.046428571
-0.414671577,-0.013938692,0.014501871,-0.389937959,0.419714286,23.74285714,0.287857143,4.3,18.02214286
-0.497138333,0.045130561,0.131882151,-0.508701059,0.444285714,34.2,0.463571429,9.071428571,14.45642857
-1.077368916,0.009447543,0.060364775,-1.063757352,0.438571429,37.74285714,0.499285714,7.385714286,6.155
-0.766201738,0.232487997,0.525285259,-0.900258628,0.491142857,26.88571429,0.440714286,6.1,9.386428571
-0.420178561,-0.052857026,-0.06042934,-0.372021859,0.400857143,38.02857143,0.079285714,1.7,18.18928571
-0.913995448,-0.114615553,-0.177709863,-0.824774283,0.399714286,38.48571429,0.220714286,2.242857143,7.380714286
-0.630954341,0.203349953,0.46204517,-0.744859208,0.488285714,20.31428571,0.489285714,9.3,11.39214286
-1.033454324,-0.197777353,-0.335802258,-0.892184547,0.378,21.97142857,0.443571429,5.814285714,6.377857143
-0.462171922,0.001065183,0.044488579,-0.446586638,0.427142857,32.88571429,0.212142857,4.328571429,15.84928571
-0.887595948,0.079420085,0.201717879,-0.920045082,0.454,37.85714286,0.439285714,5.585714286,7.715
-0.775934995,-0.006539736,0.03115721,-0.754600452,0.429428571,39.68571429,0.286428571,8.757142857,8.885
-0.758856328,0.00762716,0.058956895,-0.746464643,0.433428571,25.97142857,0.465,0.5,9.107857143
-0.416902988,0.088419589,0.217952234,-0.454908908,0.462,21.11428571,0.019285714,5.328571429,17.35357143
-0.406616632,0.115309037,0.273234153,-0.461336427,0.472285714,37.51428571,0.365,1.385714286,17.79928571
-1.621276035,-0.458723846,-0.832385567,-1.313009938,0.328857143,20.77142857,0.196428571,9.842857143,3.425
-0.533151303,-0.236142517,-0.404955219,-0.374697292,0.303142857,24.02857143,0.129285714,0.671428571,15.96071429
-0.786990715,-0.253530386,-0.436560361,-0.615354769,0.336285714,27.28571429,0.367857143,2.557142857,9.275
-0.73615836,0.073592618,0.190281617,-0.765486448,0.452285714,36.37142857,0.057857143,0.642857143,9.442142857
-1.264252875,-0.398347363,-0.71000355,-0.999104475,0.322,22.88571429,0.300714286,6.214285714,4.929285714
-0.469306002,-0.023399144,-0.002988787,-0.438836055,0.416857143,26.14285714,0.377857143,5.414285714,15.73785714
-0.367079504,0.155035451,0.356965523,-0.446216723,0.489428571,21.68571429,0.029285714,7.814285714,19.91642857
-1.431064667,0.183177998,0.41360016,-1.529192574,0.476857143,30.42857143,0.152142857,6.614285714,4.762142857
-1.361937552,-0.390901636,-0.699401645,-1.099410932,0.332857143,38.37142857,0.493571429,5.071428571,4.427857143
-0.52544943,-0.084936756,-0.120474589,-0.457562999,0.391714286,39.4,0.252142857,0.557142857,14.23357143
-2.939643327,-0.311536041,-0.616815441,-2.694414166,0.415142857,35.8,0.425,5.842857143,1.697857143
-0.551596219,-0.014267162,0.015598637,-0.526532199,0.422571429,29.97142857,0.275,7.3,13.06357143
-0.804284261,-0.317350252,-0.554756437,-0.594278058,0.305428571,33.34285714,0.015,5.985714286,9.330714286
-0.513617595,-0.006492455,0.030382956,-0.493393349,0.424857143,22.48571429,0.076428571,5.671428571,14.12214286
-0.844158335,-0.241752284,-0.415088776,-0.678878876,0.347714286,20.37142857,0.060714286,3.357142857,8.383571429
-0.607176644,-0.175239315,-0.290476311,-0.484389099,0.354571429,24.2,0.366428571,7.1,12.56214286
-4.440065533,-1.069208407,-2.241277157,-3.645502688,0.374,26.31428571,0.052142857,0.385714286,0.527857143
-0.672372067,-0.166706487,-0.274397104,-0.554076053,0.365428571,29.91428571,0.183571429,7.671428571,10.94642857
-0.470936015,-0.007458614,0.027985308,-0.450156458,0.423714286,36.65714286,0.125,4.528571429,15.57071429
-0.862316958,0.186234581,0.424040079,-0.965015699,0.479142857,39.8,0.455,9.214285714,8.160714286
-1.003363644,-0.145987378,-0.238182611,-0.893947469,0.393428571,35.51428571,0.249285714,3.014285714,6.600714286
-0.490716637,0.038765442,0.119138153,-0.49832331,0.442,27.22857143,0.199285714,7.557142857,14.67928571
-2.487837741,0.095237739,0.215239636,-2.517531844,0.470571429,36.54285714,0.020714286,8.414285714,2.533571429
-0.525685778,-0.142462011,-0.229319155,-0.423257357,0.362571429,23.0,0.173571429,4.128571429,14.79071429
-2.202051785,-0.342470116,-0.64465067,-1.951668185,0.388285714,20.14285714,0.117857143,6.5,2.366428571
-0.415953087,-0.049062386,-0.053222952,-0.37008085,0.402571429,23.91428571,0.230714286,6.385714286,18.35642857
-0.604898226,0.069881362,0.182437279,-0.632071863,0.451714286,20.65714286,0.100714286,7.271428571,11.67071429
-0.4397079,0.00303369,0.047988803,-0.425297934,0.427714286,26.2,0.087857143,9.271428571,16.74071429
-1.707090397,-0.055702602,-0.078802378,-1.644961137,0.435142857,37.97142857,0.012142857,3.1,3.592142857
-0.382695905,-0.023818839,-0.005242219,-0.351978288,0.414,27.11428571,0.167857143,3.385714286,19.86071429
-1.777847676,-0.487440129,-0.891750778,-1.44883932,0.330571429,20.54285714,0.436428571,0.1,2.979285714
-0.615728462,0.159721517,0.368090552,-0.70065569,0.477428571,24.14285714,0.140714286,1.214285714,11.55928571
-5.748170402,-0.539120296,-1.180240914,-5.304020938,0.439714286,29.22857143,0.357857143,7.985714286,0.695
-0.525587023,0.088028874,0.218599174,-0.564071428,0.458571429,31.34285714,0.022142857,8.242857143,13.565
-0.673209528,-0.123735961,-0.193534206,-0.580807571,0.384285714,26.65714286,0.245,2.042857143,10.72357143
-0.506200082,0.149936579,0.347013869,-0.584100763,0.478571429,27.85714286,0.247857143,3.7,14.17785714
-0.546389599,-0.105039796,-0.158507829,-0.466261443,0.383714286,36.71428571,0.226428571,1.9,13.73214286
-0.976294895,0.287521244,0.646905176,-1.148749919,0.498,22.94285714,0.192142857,8.871428571,7.436428571
-3.095269802,0.011576459,0.030129462,-3.061903487,0.465428571,32.42857143,0.296428571,0.842857143,1.920714286
-0.753304661,-0.258874739,-0.446361779,-0.578867811,0.329428571,24.94285714,0.227857143,3.928571429,9.887857143
-1.283136894,-0.367628172,-0.654602131,-1.035937876,0.335142857,26.71428571,0.467857143,8.042857143,4.817857143
-0.448236958,-0.198315062,-0.334961488,-0.313229107,0.31,25.68571429,0.080714286,8.014285714,19.58214286
-2.134049488,-0.644000636,-1.196437611,-1.701737421,0.308857143,36.25714286,0.299285714,4.014285714,2.143571429
-0.953199295,-0.332959061,-0.584459513,-0.731944015,0.318,30.77142857,0.039285714,4.1,7.325
-1.002788635,-0.234805761,-0.404172897,-0.839595747,0.363142857,39.74285714,0.222142857,4.157142857,6.656428571
-0.786129047,-0.051186983,-0.0555085,-0.737054253,0.415714286,27.0,0.313571429,4.7,8.773571429
-0.549073906,-0.224240579,-0.382515542,-0.397561836,0.315714286,29.17142857,0.177857143,1.328571429,15.06928571
-1.612574435,-0.340679325,-0.616529558,-1.375276624,0.364285714,25.05714286,0.007857143,7.757142857,3.536428571
-1.13218584,-0.304931063,-0.536042168,-0.92499123,0.346571429,32.08571429,0.017857143,3.785714286,5.709285714
-0.862546872,-0.023717288,-0.002738548,-0.829890597,0.426,26.37142857,0.315,6.042857143,7.882142857
-0.436307742,-0.101190327,-0.152240404,-0.359181491,0.375714286,34.42857143,0.093571429,9.1,18.07785714
-0.723646129,-0.175339321,-0.290664966,-0.599637851,0.366,39.45714286,0.066428571,7.5,9.999285714
-0.562787687,0.145657481,0.338220668,-0.638306104,0.475142857,30.65714286,0.065,6.157142857,12.67357143
-3.033188104,-0.193585346,-0.387729572,-2.863016023,0.435714286,22.6,0.263571429,4.471428571,1.753571429
-0.482881591,-0.200784864,-0.339205322,-0.346042972,0.317428571,39.91428571,0.479285714,9.957142857,17.63214286
-0.484949659,0.014722202,0.071562577,-0.477736054,0.432857143,30.37142857,0.163571429,4.671428571,14.95785714
-2.417750924,0.204654742,0.452223585,-2.524565094,0.484857143,21.05714286,0.335,9.185714286,2.756428571
-0.616760139,-0.092217264,-0.133851422,-0.543883855,0.394,37.28571429,0.449285714,7.614285714,11.78214286
-0.837721092,-0.291737711,-0.507543092,-0.64260857,0.323714286,23.85714286,0.036428571,3.242857143,8.662142857
-0.446635118,-0.200412345,-0.338919405,-0.310397038,0.307714286,20.88571429,0.050714286,7.528571429,19.74928571
-2.202344198,-0.240945976,-0.452160199,-2.015296552,0.409428571,24.31428571,0.256428571,4.385714286,2.477857143
-0.932434705,-0.132831149,-0.212405849,-0.831883368,0.394571429,27.17142857,0.409285714,0.3,7.213571429
-4.793469555,0.131407888,0.278170462,-4.834318686,0.492285714,38.88571429,0.099285714,3.414285714,1.307857143
-0.908921776,-0.247375446,-0.426154002,-0.739445184,0.351142857,34.71428571,0.123571429,1.071428571,7.603571429
-0.515128622,0.009688659,0.062039096,-0.504828178,0.431142857,24.25714286,0.442142857,5.757142857,14.01071429
-1.13085142,0.146426885,0.338228721,-1.205909855,0.469428571,32.94285714,0.486428571,3.871428571,6.043571429
-1.184938094,-0.1787685,-0.303133013,-1.053118748,0.391142857,29.62857143,0.385,3.957142857,5.375
-0.807377908,-0.099752176,-0.148562205,-0.728325497,0.400285714,37.0,0.497857143,7.242857143,8.550714286
-0.688273858,-0.00533388,0.033597682,-0.668186721,0.428285714,26.54285714,0.293571429,2.985714286,10.16642857
-0.985337369,0.109842238,0.263291505,-1.037019695,0.461428571,29.28571429,0.033571429,7.214285714,6.935
-1.201591575,-0.003483628,0.033295002,-1.178592681,0.437428571,20.71428571,0.149285714,3.214285714,5.430714286
-0.894567421,0.273699365,0.616394084,-1.057306413,0.496857143,27.45714286,0.279285714,2.814285714,8.105
-0.418346396,0.083955226,0.208868852,-0.453585995,0.460285714,27.74285714,0.325,5.728571429,17.29785714
-1.767294844,-0.329415965,-0.60180027,-1.53376008,0.374571429,34.37142857,0.375,9.985714286,3.146428571
-0.705839831,-0.177031852,-0.293786887,-0.580998748,0.363714286,21.8,0.127857143,2.214285714,10.33357143
-0.375712277,0.052718312,0.144914296,-0.391274809,0.449428571,24.37142857,0.233571429,8.7,19.52642857
-2.126172863,-0.602129479,-1.119852805,-1.719289346,0.320285714,23.62857143,0.155,4.271428571,2.199285714
-0.89011302,0.129303521,0.303961038,-0.954964002,0.466,35.05714286,0.405,9.785714286,7.770714286
-0.579678593,-0.184562577,-0.308053153,-0.451572734,0.346,33.8,0.073571429,5.185714286,13.45357143
-0.72447717,-0.115605803,-0.178250248,-0.636542801,0.390571429,25.34285714,0.250714286,3.271428571,9.776428571
-1.080089226,0.132841089,0.310233574,-1.146396636,0.466571429,29.0,0.069285714,2.957142857,6.322142857
-0.811536985,-0.096917953,-0.143197154,-0.734176047,0.401428571,22.65714286,0.216428571,6.757142857,8.495
-0.378300067,0.001858424,0.044516092,-0.363011198,0.426571429,35.0,0.336428571,8.614285714,19.805
-1.807893527,-0.096898716,-0.161901467,-1.718129719,0.428857143,25.51428571,0.175,9.557142857,3.313571429
-0.703398587,0.10009033,0.244101507,-0.749749908,0.459714286,36.2,0.352142857,7.414285714,9.943571429
-0.780242146,0.002748427,0.049332565,-0.764676584,0.432285714,36.02857143,0.186428571,0.728571429,8.829285714
-1.129750446,-0.353073462,-0.624188258,-0.893845892,0.327714286,31.22857143,0.235,7.585714286,5.765
-1.224765336,-0.107487697,-0.168920091,-1.136236763,0.412285714,38.71428571,0.203571429,1.271428571,5.207857143
-3.067217385,-0.891776698,-1.742625829,-2.446739187,0.319714286,36.88571429,0.363571429,6.471428571,1.029285714
-0.717505489,0.087904432,0.219266921,-0.756020447,0.456285714,36.08571429,0.219285714,8.328571429,9.720714286
-0.673642897,0.257768198,0.583112038,-0.824879047,0.499714286,23.57142857,0.146428571,6.728571429,10.835
-1.477872179,-0.440551765,-0.793605943,-1.183497563,0.324285714,33.45714286,0.010714286,7.157142857,3.926428571
-0.396601314,-0.015432952,0.011264985,-0.370943185,0.418571429,33.91428571,0.262142857,1.242857143,18.96928571
-0.574507948,-0.203660198,-0.343827673,-0.435032319,0.334,21.45714286,0.217857143,7.014285714,13.84357143
-0.741259317,-0.13279778,-0.210796014,-0.642747537,0.384857143,32.25714286,0.472142857,1.414285714,9.553571429
-0.415136372,-0.110094593,-0.169358638,-0.332835915,0.367714286,22.77142857,0.349285714,7.842857143,19.415
-5.418416115,-0.151130803,-0.350696525,-5.250379088,0.471142857,24.6,0.265,3.814285714,0.973571429
-1.140873305,-0.311327055,-0.547978209,-0.929711417,0.344857143,32.02857143,0.295,8.557142857,5.653571429
-0.469097269,-0.056011249,-0.065795912,-0.418906722,0.402,21.85714286,0.229285714,0.757142857,16.01642857
-2.568122723,-0.221294273,-0.427237141,-2.38727834,0.422,34.6,0.030714286,2.185714286,2.087857143
-0.422683618,0.146375665,0.338865377,-0.49733273,0.482,34.65714286,0.470714286,9.871428571,17.13071429
-0.481598594,-0.083371356,-0.117894629,-0.414892693,0.389428571,32.14285714,0.243571429,0.271428571,15.79357143
-0.578526826,-0.196146874,-0.329747041,-0.443503143,0.339142857,35.17142857,0.085,8.528571429,13.62071429
-0.976820755,-0.152948238,-0.250915134,-0.863489189,0.39,28.71428571,0.139285714,3.5,6.823571429
-1.454106935,-0.054251074,-0.070605365,-1.396067113,0.430571429,29.34285714,0.386428571,9.528571429,4.316428571
-0.398505355,0.07295313,0.186146059,-0.42672819,0.456857143,35.22857143,0.395,4.414285714,18.245
-0.419904309,-0.120908994,-0.189721884,-0.331142717,0.361428571,22.25714286,0.056428571,1.957142857,19.35928571
-0.963883941,-0.218387792,-0.373095975,-0.811102212,0.366571429,35.28571429,0.337857143,4.642857143,6.990714286
-0.466445434,-0.030960793,-0.017647587,-0.431395697,0.413428571,23.4,0.339285714,7.471428571,15.905
-1.20434064,-0.189316438,-0.323341012,-1.065809807,0.388857143,26.02857143,0.297857143,8.9,5.263571429
-0.44516926,-0.20444186,-0.346505991,-0.306550605,0.303714286,30.82857143,0.043571429,1.557142857,19.97214286
-1.269669961,0.13607813,0.31544377,-1.336976701,0.467714286,20.2,0.122142857,4.814285714,5.319285714
